t,v,s,f,q
2017-03-15T13:42:00Z,74.684,0.000,"0,0,0,0",v
2017-03-15T13:48:00Z,74.685,0.000,"0,0,0,0",v
2017-03-15T13:54:00Z,74.685,0.000,"0,0,0,0",v
2017-03-15T14:00:00Z,74.686,0.000,"0,0,0,0",v
2017-03-15T14:06:00Z,74.685,0.000,"0,0,0,0",v
2017-03-15T14:12:00Z,74.684,0.001,"0,0,0,0",v
2017-03-15T14:18:00Z,74.683,0.000,"0,0,0,0",v
2017-03-15T14:24:00Z,74.683,0.000,"0,0,0,0",v
2017-03-15T14:30:00Z,74.683,0.001,"0,0,0,0",v
2017-03-15T14:36:00Z,74.683,0.000,"0,0,0,0",v
2017-03-15T14:42:00Z,74.681,0.000,"0,0,0,0",v
2017-03-15T14:48:00Z,74.682,0.000,"0,0,0,0",v
2017-03-15T14:54:00Z,74.683,0.000,"0,0,0,0",v
2017-03-15T15:00:00Z,74.683,0.000,"0,0,0,0",v
2017-03-15T15:06:00Z,74.684,0.000,"0,0,0,0",v
2017-03-15T15:12:00Z,74.686,0.000,"0,0,0,0",v
2017-03-15T15:18:00Z,74.686,0.000,"0,0,0,0",v
2017-03-15T15:24:00Z,74.687,0.000,"0,0,0,0",v
2017-03-15T15:30:00Z,74.687,0.001,"0,0,0,0",v
2017-03-15T15:36:00Z,74.688,0.000,"0,0,0,0",v
2017-03-15T15:42:00Z,74.689,0.001,"0,0,0,0",v
2017-03-15T15:48:00Z,74.688,0.001,"0,0,0,0",v
2017-03-15T15:54:00Z,74.689,0.001,"0,0,0,0",v
2017-03-15T16:00:00Z,74.689,0.000,"0,0,0,0",v
2017-03-15T16:06:00Z,74.69,0.001,"0,0,0,0",v
2017-03-15T16:12:00Z,74.689,0.000,"0,0,0,0",v
2017-03-15T16:18:00Z,74.69,0.001,"0,0,0,0",v
2017-03-15T16:24:00Z,74.691,0.000,"0,0,0,0",v
2017-03-15T16:30:00Z,74.692,0.000,"0,0,0,0",v
2017-03-15T16:36:00Z,74.695,0.001,"0,0,0,0",v
2017-03-15T16:42:00Z,74.694,0.001,"0,0,0,0",v
2017-03-15T16:48:00Z,74.697,0.001,"0,0,0,0",v
2017-03-15T16:54:00Z,74.697,0.000,"0,0,0,0",v
2017-03-15T17:00:00Z,74.697,0.000,"0,0,0,0",v
2017-03-15T17:06:00Z,74.698,0.001,"0,0,0,0",v
2017-03-15T17:12:00Z,74.697,0.000,"0,0,0,0",v
2017-03-15T17:18:00Z,74.697,0.000,"0,0,0,0",v
2017-03-15T17:24:00Z,74.698,0.001,"0,0,0,0",v
2017-03-15T17:30:00Z,74.699,0.000,"0,0,0,0",v
2017-03-15T17:36:00Z,74.698,0.001,"0,0,0,0",v
2017-03-15T17:42:00Z,74.699,0.001,"0,0,0,0",v
2017-03-15T17:48:00Z,74.701,0.000,"0,0,0,0",v
2017-03-15T17:54:00Z,74.701,0.001,"0,0,0,0",v
2017-03-15T18:00:00Z,74.699,0.000,"0,0,0,0",v
2017-03-15T18:06:00Z,74.699,0.000,"0,0,0,0",v
2017-03-15T18:12:00Z,74.698,0.001,"0,0,0,0",v
2017-03-15T18:18:00Z,74.702,0.000,"0,0,0,0",v
2017-03-15T18:24:00Z,74.7,0.000,"0,0,0,0",v
2017-03-15T18:30:00Z,74.702,0.000,"0,0,0,0",v
2017-03-15T18:36:00Z,74.702,0.000,"0,0,0,0",v
2017-03-15T18:42:00Z,74.703,0.001,"0,0,0,0",v
2017-03-15T18:48:00Z,74.701,0.001,"0,0,0,0",v
2017-03-15T18:54:00Z,74.703,0.000,"0,0,0,0",v
2017-03-15T19:00:00Z,74.704,0.001,"0,0,0,0",v
2017-03-15T19:06:00Z,74.703,0.000,"0,0,0,0",v
2017-03-15T19:12:00Z,74.703,0.000,"0,0,0,0",v
2017-03-15T19:18:00Z,74.702,0.000,"0,0,0,0",v
2017-03-15T19:24:00Z,74.701,0.000,"0,0,0,0",v
2017-03-15T19:30:00Z,74.7,0.000,"0,0,0,0",v
2017-03-15T19:36:00Z,74.699,0.001,"0,0,0,0",v
2017-03-15T19:42:00Z,74.698,0.001,"0,0,0,0",v
2017-03-15T19:48:00Z,74.696,0.001,"0,0,0,0",v
2017-03-15T19:54:00Z,74.696,0.001,"0,0,0,0",v
2017-03-15T20:00:00Z,74.693,0.000,"0,0,0,0",v
2017-03-15T20:06:00Z,74.694,0.000,"0,0,0,0",v
2017-03-15T20:12:00Z,74.694,0.001,"0,0,0,0",v
2017-03-15T20:18:00Z,74.694,0.000,"0,0,0,0",v
2017-03-15T20:24:00Z,74.694,0.001,"0,0,0,0",v
2017-03-15T20:30:00Z,74.691,0.001,"0,0,0,0",v
2017-03-15T20:36:00Z,74.69,0.001,"0,0,0,0",v
2017-03-15T20:42:00Z,74.689,0.001,"0,0,0,0",v
2017-03-15T20:48:00Z,74.687,0.000,"0,0,0,0",v
2017-03-15T20:54:00Z,74.688,0.000,"0,0,0,0",v
2017-03-15T21:00:00Z,74.688,0.000,"0,0,0,0",v
2017-03-15T21:06:00Z,74.687,0.001,"0,0,0,0",v
2017-03-15T21:12:00Z,74.688,0.001,"0,0,0,0",v
2017-03-15T21:18:00Z,74.688,0.001,"0,0,0,0",v
2017-03-15T21:24:00Z,74.687,0.001,"0,0,0,0",v
2017-03-15T21:30:00Z,74.686,0.000,"0,0,0,0",v
2017-03-15T21:36:00Z,74.687,0.000,"0,0,0,0",v
2017-03-15T21:42:00Z,74.687,0.001,"0,0,0,0",v
2017-03-15T21:48:00Z,74.689,0.000,"0,0,0,0",v
2017-03-15T21:54:00Z,74.688,0.000,"0,0,0,0",v
2017-03-15T22:00:00Z,74.69,0.001,"0,0,0,0",v
2017-03-15T22:06:00Z,74.692,0.001,"0,0,0,0",v
2017-03-15T22:12:00Z,74.693,0.000,"0,0,0,0",v
2017-03-15T22:18:00Z,74.693,0.000,"0,0,0,0",v
2017-03-15T22:24:00Z,74.696,0.000,"0,0,0,0",v
2017-03-15T22:30:00Z,74.696,0.001,"0,0,0,0",v
2017-03-15T22:36:00Z,74.697,0.000,"0,0,0,0",v
2017-03-15T22:42:00Z,74.7,0.000,"0,0,0,0",v
2017-03-15T22:48:00Z,74.7,0.000,"0,0,0,0",v
2017-03-15T22:54:00Z,74.702,0.000,"0,0,0,0",v
2017-03-15T23:00:00Z,74.703,0.000,"0,0,0,0",v
2017-03-15T23:06:00Z,74.705,0.001,"0,0,0,0",v
2017-03-15T23:12:00Z,74.707,0.000,"0,0,0,0",v
2017-03-15T23:18:00Z,74.707,0.000,"0,0,0,0",v
2017-03-15T23:24:00Z,74.709,0.000,"0,0,0,0",v
2017-03-15T23:30:00Z,74.71,0.000,"0,0,0,0",v
2017-03-15T23:36:00Z,74.711,0.000,"0,0,0,0",v
2017-03-15T23:42:00Z,74.712,0.000,"0,0,0,0",v
2017-03-15T23:48:00Z,74.713,0.000,"0,0,0,0",v
2017-03-15T23:54:00Z,74.713,0.000,"0,0,0,0",v
2017-03-16T00:00:00Z,74.713,0.000,"0,0,0,0",v
2017-03-16T00:06:00Z,74.712,0.001,"0,0,0,0",v
2017-03-16T00:12:00Z,74.711,0.000,"0,0,0,0",v
2017-03-16T00:18:00Z,74.71,0.000,"0,0,0,0",v
2017-03-16T00:24:00Z,74.71,0.000,"0,0,0,0",v
2017-03-16T00:30:00Z,74.709,0.000,"0,0,0,0",v
2017-03-16T00:36:00Z,74.709,0.000,"0,0,0,0",v
2017-03-16T00:42:00Z,74.708,0.000,"0,0,0,0",v
2017-03-16T00:48:00Z,74.708,0.000,"0,0,0,0",v
2017-03-16T00:54:00Z,74.705,0.001,"0,0,0,0",v
2017-03-16T01:00:00Z,74.705,0.000,"0,0,0,0",v
2017-03-16T01:06:00Z,74.704,0.000,"0,0,0,0",v
2017-03-16T01:12:00Z,74.704,0.001,"0,0,0,0",v
2017-03-16T01:18:00Z,74.704,0.000,"0,0,0,0",v
2017-03-16T01:24:00Z,74.703,0.001,"0,0,0,0",v
2017-03-16T01:30:00Z,74.701,0.000,"0,0,0,0",v
2017-03-16T01:36:00Z,74.7,0.001,"0,0,0,0",v
2017-03-16T01:42:00Z,74.697,0.001,"0,0,0,0",v
2017-03-16T01:48:00Z,74.694,0.000,"0,0,0,0",v
2017-03-16T01:54:00Z,74.692,0.001,"0,0,0,0",v
2017-03-16T02:00:00Z,74.689,0.000,"0,0,0,0",v
2017-03-16T02:06:00Z,74.686,0.000,"0,0,0,0",v
2017-03-16T02:12:00Z,74.686,0.001,"0,0,0,0",v
2017-03-16T02:18:00Z,74.684,0.001,"0,0,0,0",v
2017-03-16T02:24:00Z,74.685,0.000,"0,0,0,0",v
2017-03-16T02:30:00Z,74.683,0.000,"0,0,0,0",v
2017-03-16T02:36:00Z,74.682,0.000,"0,0,0,0",v
2017-03-16T02:42:00Z,74.682,0.001,"0,0,0,0",v
2017-03-16T02:48:00Z,74.681,0.001,"0,0,0,0",v
2017-03-16T02:54:00Z,74.68,0.001,"0,0,0,0",v
2017-03-16T03:00:00Z,74.678,0.001,"0,0,0,0",v
2017-03-16T03:06:00Z,74.681,0.001,"0,0,0,0",v
2017-03-16T03:12:00Z,74.68,0.001,"0,0,0,0",v
2017-03-16T03:18:00Z,74.68,0.001,"0,0,0,0",v
2017-03-16T03:24:00Z,74.68,0.000,"0,0,0,0",v
2017-03-16T03:30:00Z,74.684,0.001,"0,0,0,0",v
2017-03-16T03:36:00Z,74.682,0.001,"0,0,0,0",v
2017-03-16T03:42:00Z,74.683,0.000,"0,0,0,0",v
2017-03-16T03:48:00Z,74.685,0.000,"0,0,0,0",v
2017-03-16T03:54:00Z,74.686,0.000,"0,0,0,0",v
2017-03-16T04:00:00Z,74.687,0.001,"0,0,0,0",v
2017-03-16T04:06:00Z,74.69,0.001,"0,0,0,0",v
2017-03-16T04:12:00Z,74.691,0.001,"0,0,0,0",v
2017-03-16T04:18:00Z,74.694,0.001,"0,0,0,0",v
2017-03-16T04:24:00Z,74.694,0.000,"0,0,0,0",v
2017-03-16T04:30:00Z,74.696,0.001,"0,0,0,0",v
2017-03-16T04:36:00Z,74.696,0.000,"0,0,0,0",v
2017-03-16T04:42:00Z,74.697,0.001,"0,0,0,0",v
2017-03-16T04:48:00Z,74.696,0.000,"0,0,0,0",v
2017-03-16T04:54:00Z,74.696,0.001,"0,0,0,0",v
2017-03-16T05:00:00Z,74.694,0.001,"0,0,0,0",v
2017-03-16T05:06:00Z,74.699,0.001,"0,0,0,0",v
2017-03-16T05:12:00Z,74.699,0.001,"0,0,0,0",v
2017-03-16T05:18:00Z,74.699,0.000,"0,0,0,0",v
2017-03-16T05:24:00Z,74.7,0.001,"0,0,0,0",v
2017-03-16T05:30:00Z,74.702,0.001,"0,0,0,0",v
2017-03-16T05:36:00Z,74.701,0.000,"0,0,0,0",v
2017-03-16T05:42:00Z,74.7,0.000,"0,0,0,0",v
2017-03-16T05:48:00Z,74.698,0.001,"0,0,0,0",v
2017-03-16T05:54:00Z,74.695,0.000,"0,0,0,0",v
2017-03-16T06:00:00Z,74.696,0.000,"0,0,0,0",v
2017-03-16T06:06:00Z,74.694,0.000,"0,0,0,0",v
2017-03-16T06:12:00Z,74.694,0.000,"0,0,0,0",v
2017-03-16T06:18:00Z,74.694,0.000,"0,0,0,0",v
2017-03-16T06:24:00Z,74.694,0.000,"0,0,0,0",v
2017-03-16T06:30:00Z,74.693,0.000,"0,0,0,0",v
2017-03-16T06:36:00Z,74.691,0.001,"0,0,0,0",v
2017-03-16T06:42:00Z,74.688,0.000,"0,0,0,0",v
2017-03-16T06:48:00Z,74.687,0.000,"0,0,0,0",v
2017-03-16T06:54:00Z,74.685,0.000,"0,0,0,0",v
2017-03-16T07:00:00Z,74.684,0.000,"0,0,0,0",v
2017-03-16T07:06:00Z,74.681,0.000,"0,0,0,0",v
2017-03-16T07:12:00Z,74.682,0.000,"0,0,0,0",v
2017-03-16T07:18:00Z,74.682,0.000,"0,0,0,0",v
2017-03-16T07:24:00Z,74.682,0.000,"0,0,0,0",v
2017-03-16T07:30:00Z,74.681,0.001,"0,0,0,0",v
2017-03-16T07:36:00Z,74.681,0.001,"0,0,0,0",v
2017-03-16T07:42:00Z,74.682,0.001,"0,0,0,0",v
2017-03-16T07:48:00Z,74.68,0.000,"0,0,0,0",v
2017-03-16T07:54:00Z,74.681,0.000,"0,0,0,0",v
2017-03-16T08:00:00Z,74.68,0.000,"0,0,0,0",v
2017-03-16T08:06:00Z,74.681,0.000,"0,0,0,0",v
2017-03-16T08:12:00Z,74.683,0.000,"0,0,0,0",v
2017-03-16T08:18:00Z,74.683,0.000,"0,0,0,0",v
2017-03-16T08:24:00Z,74.682,0.000,"0,0,0,0",v
2017-03-16T08:30:00Z,74.682,0.001,"0,0,0,0",v
2017-03-16T08:36:00Z,74.683,0.000,"0,0,0,0",v
2017-03-16T08:42:00Z,74.682,0.001,"0,0,0,0",v
2017-03-16T08:48:00Z,74.683,0.000,"0,0,0,0",v
2017-03-16T08:54:00Z,74.686,0.001,"0,0,0,0",v
2017-03-16T09:00:00Z,74.687,0.001,"0,0,0,0",v
2017-03-16T09:06:00Z,74.689,0.000,"0,0,0,0",v
2017-03-16T09:12:00Z,74.692,0.000,"0,0,0,0",v
2017-03-16T09:18:00Z,74.694,0.000,"0,0,0,0",v
2017-03-16T09:24:00Z,74.694,0.000,"0,0,0,0",v
2017-03-16T09:30:00Z,74.697,0.001,"0,0,0,0",v
2017-03-16T09:36:00Z,74.697,0.000,"0,0,0,0",v
2017-03-16T09:42:00Z,74.697,0.000,"0,0,0,0",v
2017-03-16T09:48:00Z,74.696,0.000,"0,0,0,0",v
2017-03-16T09:54:00Z,74.698,0.001,"0,0,0,0",v
2017-03-16T10:00:00Z,74.701,0.000,"0,0,0,0",v
2017-03-16T10:06:00Z,74.701,0.000,"0,0,0,0",v
2017-03-16T10:12:00Z,74.702,0.000,"0,0,0,0",v
2017-03-16T10:18:00Z,74.704,0.000,"0,0,0,0",v
2017-03-16T10:24:00Z,74.704,0.000,"0,0,0,0",v
2017-03-16T10:30:00Z,74.704,0.000,"0,0,0,0",v
2017-03-16T10:36:00Z,74.705,0.000,"0,0,0,0",v
2017-03-16T10:42:00Z,74.705,0.000,"0,0,0,0",v
2017-03-16T10:48:00Z,74.705,0.000,"0,0,0,0",v
2017-03-16T10:54:00Z,74.704,0.000,"0,0,0,0",v
2017-03-16T11:00:00Z,74.704,0.000,"0,0,0,0",v
2017-03-16T11:06:00Z,74.702,0.001,"0,0,0,0",v
2017-03-16T11:12:00Z,74.702,0.000,"0,0,0,0",v
2017-03-16T11:18:00Z,74.701,0.000,"0,0,0,0",v
2017-03-16T11:24:00Z,74.699,0.000,"0,0,0,0",v
2017-03-16T11:30:00Z,74.698,0.000,"0,0,0,0",v
2017-03-16T11:36:00Z,74.696,0.000,"0,0,0,0",v
2017-03-16T11:42:00Z,74.695,0.000,"0,0,0,0",v
2017-03-16T11:48:00Z,74.695,0.000,"0,0,0,0",v
2017-03-16T11:54:00Z,74.694,0.000,"0,0,0,0",v
2017-03-16T12:00:00Z,74.693,0.000,"0,0,0,0",v
2017-03-16T12:06:00Z,74.694,0.000,"0,0,0,0",v
2017-03-16T12:12:00Z,74.695,0.000,"0,0,0,0",v
2017-03-16T12:18:00Z,74.696,0.001,"0,0,0,0",v
2017-03-16T12:24:00Z,74.698,0.000,"0,0,0,0",v
2017-03-16T12:30:00Z,74.699,0.000,"0,0,0,0",v
2017-03-16T12:36:00Z,74.7,0.000,"0,0,0,0",v
2017-03-16T12:42:00Z,74.703,0.000,"0,0,0,0",v
2017-03-16T12:48:00Z,74.704,0.001,"0,0,0,0",v
2017-03-16T12:54:00Z,74.706,0.001,"0,0,0,0",v
2017-03-16T13:00:00Z,74.706,0.001,"0,0,0,0",v
2017-03-16T13:06:00Z,74.709,0.000,"0,0,0,0",v
2017-03-16T13:12:00Z,74.71,0.000,"0,0,0,0",v
2017-03-16T13:18:00Z,74.714,0.000,"0,0,0,0",v
2017-03-16T13:24:00Z,74.715,0.001,"0,0,0,0",v
2017-03-16T13:30:00Z,74.719,0.000,"0,0,0,0",v
2017-03-16T13:36:00Z,74.723,0.001,"0,0,0,0",v
2017-03-16T13:42:00Z,74.723,0.000,"0,0,0,0",v
2017-03-16T13:48:00Z,74.729,0.001,"0,0,0,0",v
2017-03-16T13:54:00Z,74.732,0.000,"0,0,0,0",v
2017-03-16T14:00:00Z,74.735,0.000,"0,0,0,0",v
2017-03-16T14:06:00Z,74.738,0.001,"0,0,0,0",v
2017-03-16T14:12:00Z,74.739,0.000,"0,0,0,0",v
2017-03-16T14:18:00Z,74.739,0.001,"0,0,0,0",v
2017-03-16T14:24:00Z,74.741,0.000,"0,0,0,0",v
2017-03-16T14:30:00Z,74.741,0.000,"0,0,0,0",v
2017-03-16T14:36:00Z,74.746,0.001,"0,0,0,0",v
2017-03-16T14:42:00Z,74.746,0.000,"0,0,0,0",v
2017-03-16T14:48:00Z,74.748,0.001,"0,0,0,0",v
2017-03-16T14:54:00Z,74.749,0.001,"0,0,0,0",v
2017-03-16T15:00:00Z,74.751,0.001,"0,0,0,0",v
2017-03-16T15:06:00Z,74.753,0.001,"0,0,0,0",v
2017-03-16T15:12:00Z,74.755,0.001,"0,0,0,0",v
2017-03-16T15:18:00Z,74.755,0.000,"0,0,0,0",v
2017-03-16T15:24:00Z,74.756,0.000,"0,0,0,0",v
2017-03-16T15:30:00Z,74.755,0.000,"0,0,0,0",v
2017-03-16T15:36:00Z,74.756,0.000,"0,0,0,0",v
2017-03-16T15:42:00Z,74.755,0.000,"0,0,0,0",v
2017-03-16T15:48:00Z,74.754,0.001,"0,0,0,0",v
2017-03-16T15:54:00Z,74.755,0.000,"0,0,0,0",v
2017-03-16T16:00:00Z,74.753,0.000,"0,0,0,0",v
2017-03-16T16:06:00Z,74.751,0.000,"0,0,0,0",v
2017-03-16T16:12:00Z,74.75,0.000,"0,0,0,0",v
2017-03-16T16:18:00Z,74.75,0.001,"0,0,0,0",v
2017-03-16T16:24:00Z,74.751,0.001,"0,0,0,0",v
2017-03-16T16:30:00Z,74.749,0.000,"0,0,0,0",v
2017-03-16T16:36:00Z,74.747,0.000,"0,0,0,0",v
2017-03-16T16:42:00Z,74.748,0.000,"0,0,0,0",v
2017-03-16T16:48:00Z,74.746,0.000,"0,0,0,0",v
2017-03-16T16:54:00Z,74.746,0.000,"0,0,0,0",v
2017-03-16T17:00:00Z,74.743,0.001,"0,0,0,0",v
2017-03-16T17:06:00Z,74.742,0.000,"0,0,0,0",v
2017-03-16T17:12:00Z,74.741,0.001,"0,0,0,0",v
2017-03-16T17:18:00Z,74.741,0.001,"0,0,0,0",v
2017-03-16T17:24:00Z,74.74,0.001,"0,0,0,0",v
2017-03-16T17:30:00Z,74.744,0.000,"0,0,0,0",v
2017-03-16T17:36:00Z,74.741,0.001,"0,0,0,0",v
2017-03-16T17:42:00Z,74.742,0.001,"0,0,0,0",v
2017-03-16T17:48:00Z,74.741,0.001,"0,0,0,0",v
2017-03-16T17:54:00Z,74.742,0.001,"0,0,0,0",v
2017-03-16T18:00:00Z,74.744,0.000,"0,0,0,0",v
2017-03-16T18:06:00Z,74.744,0.001,"0,0,0,0",v
2017-03-16T18:12:00Z,74.745,0.000,"0,0,0,0",v
2017-03-16T18:18:00Z,74.747,0.001,"0,0,0,0",v
2017-03-16T18:24:00Z,74.749,0.001,"0,0,0,0",v
2017-03-16T18:30:00Z,74.75,0.001,"0,0,0,0",v
2017-03-16T18:36:00Z,74.75,0.000,"0,0,0,0",v
2017-03-16T18:42:00Z,74.751,0.001,"0,0,0,0",v
2017-03-16T18:48:00Z,74.751,0.000,"0,0,0,0",v
2017-03-16T18:54:00Z,74.752,0.001,"0,0,0,0",v
2017-03-16T19:00:00Z,74.752,0.001,"0,0,0,0",v
2017-03-16T19:06:00Z,74.752,0.000,"0,0,0,0",v
2017-03-16T19:12:00Z,74.754,0.000,"0,0,0,0",v
2017-03-16T19:18:00Z,74.755,0.001,"0,0,0,0",v
2017-03-16T19:24:00Z,74.755,0.000,"0,0,0,0",v
2017-03-16T19:30:00Z,74.757,0.000,"0,0,0,0",v
2017-03-16T19:36:00Z,74.759,0.001,"0,0,0,0",v
2017-03-16T19:42:00Z,74.76,0.000,"0,0,0,0",v
2017-03-16T19:48:00Z,74.762,0.000,"0,0,0,0",v
2017-03-16T19:54:00Z,74.761,0.000,"0,0,0,0",v
2017-03-16T20:00:00Z,74.764,0.001,"0,0,0,0",v
2017-03-16T20:06:00Z,74.763,0.000,"0,0,0,0",v
2017-03-16T20:12:00Z,74.764,0.000,"0,0,0,0",v
2017-03-16T20:18:00Z,74.764,0.000,"0,0,0,0",v
2017-03-16T20:24:00Z,74.767,0.000,"0,0,0,0",v
2017-03-16T20:30:00Z,74.768,0.001,"0,0,0,0",v
2017-03-16T20:36:00Z,74.769,0.000,"0,0,0,0",v
2017-03-16T20:42:00Z,74.77,0.001,"0,0,0,0",v
2017-03-16T20:48:00Z,74.771,0.001,"0,0,0,0",v
2017-03-16T20:54:00Z,74.772,0.001,"0,0,0,0",v
2017-03-16T21:00:00Z,74.77,0.001,"0,0,0,0",v
2017-03-16T21:06:00Z,74.769,0.000,"0,0,0,0",v
2017-03-16T21:12:00Z,74.771,0.001,"0,0,0,0",v
2017-03-16T21:18:00Z,74.772,0.000,"0,0,0,0",v
2017-03-16T21:24:00Z,74.769,0.000,"0,0,0,0",v
2017-03-16T21:30:00Z,74.768,0.000,"0,0,0,0",v
2017-03-16T21:36:00Z,74.769,0.000,"0,0,0,0",v
2017-03-16T21:42:00Z,74.769,0.000,"0,0,0,0",v
2017-03-16T21:48:00Z,74.769,0.000,"0,0,0,0",v
2017-03-16T21:54:00Z,74.768,0.000,"0,0,0,0",v
2017-03-16T22:00:00Z,74.769,0.001,"0,0,0,0",v
2017-03-16T22:06:00Z,74.769,0.000,"0,0,0,0",v
2017-03-16T22:12:00Z,74.769,0.000,"0,0,0,0",v
2017-03-16T22:18:00Z,74.767,0.000,"0,0,0,0",v
2017-03-16T22:24:00Z,74.767,0.000,"0,0,0,0",v
2017-03-16T22:30:00Z,74.765,0.000,"0,0,0,0",v
2017-03-16T22:36:00Z,74.765,0.000,"0,0,0,0",v
2017-03-16T22:42:00Z,74.764,0.000,"0,0,0,0",v
2017-03-16T22:48:00Z,74.762,0.001,"0,0,0,0",v
2017-03-16T22:54:00Z,74.762,0.000,"0,0,0,0",v
2017-03-16T23:00:00Z,74.762,0.000,"0,0,0,0",v
2017-03-16T23:06:00Z,74.761,0.000,"0,0,0,0",v
2017-03-16T23:12:00Z,74.761,0.000,"0,0,0,0",v
2017-03-16T23:18:00Z,74.761,0.000,"0,1,0,0",v
2017-03-16T23:24:00Z,74.761,0.000,"0,0,0,0",v
2017-03-16T23:30:00Z,74.761,0.001,"0,0,0,0",v
2017-03-16T23:36:00Z,74.759,0.000,"0,0,0,0",v
2017-03-16T23:42:00Z,74.76,0.000,"0,0,0,0",v
2017-03-16T23:48:00Z,74.758,0.000,"0,0,0,0",v
2017-03-16T23:54:00Z,74.757,0.000,"0,0,0,0",v
2017-03-17T00:00:00Z,74.755,0.000,"0,0,0,0",v
2017-03-17T00:06:00Z,74.755,0.000,"0,0,0,0",v
2017-03-17T00:12:00Z,74.753,0.000,"0,0,0,0",v
2017-03-17T00:18:00Z,74.752,0.000,"0,0,0,0",v
2017-03-17T00:24:00Z,74.751,0.001,"0,0,0,0",v
2017-03-17T00:30:00Z,74.748,0.000,"0,0,0,0",v
2017-03-17T00:36:00Z,74.748,0.000,"0,0,0,0",v
2017-03-17T00:42:00Z,74.748,0.000,"0,0,0,0",v
2017-03-17T00:48:00Z,74.747,0.000,"0,0,0,0",v
2017-03-17T00:54:00Z,74.747,0.000,"0,0,0,0",v
2017-03-17T01:00:00Z,74.746,0.000,"0,0,0,0",v
2017-03-17T01:06:00Z,74.744,0.001,"0,0,0,0",v
2017-03-17T01:12:00Z,74.744,0.000,"0,0,0,0",v
2017-03-17T01:18:00Z,74.742,0.001,"0,0,0,0",v
2017-03-17T01:24:00Z,74.742,0.000,"0,0,0,0",v
2017-03-17T01:30:00Z,74.741,0.000,"0,0,0,0",v
2017-03-17T01:36:00Z,74.742,0.001,"0,0,0,0",v
2017-03-17T01:42:00Z,74.742,0.000,"0,0,0,0",v
2017-03-17T01:48:00Z,74.741,0.000,"0,0,0,0",v
2017-03-17T01:54:00Z,74.741,0.000,"0,0,0,0",v
2017-03-17T02:00:00Z,74.74,0.000,"0,0,0,0",v
2017-03-17T02:06:00Z,74.74,0.000,"0,0,0,0",v
2017-03-17T02:12:00Z,74.738,0.000,"0,0,0,0",v
2017-03-17T02:18:00Z,74.738,0.000,"0,0,0,0",v
2017-03-17T02:24:00Z,74.738,0.001,"0,0,0,0",v
2017-03-17T02:30:00Z,74.739,0.000,"0,0,0,0",v
2017-03-17T02:36:00Z,74.737,0.000,"0,0,0,0",v
2017-03-17T02:42:00Z,74.738,0.000,"0,0,0,0",v
2017-03-17T02:48:00Z,74.737,0.000,"0,0,0,0",v
2017-03-17T02:54:00Z,74.737,0.000,"0,0,0,0",v
2017-03-17T03:00:00Z,74.737,0.000,"0,0,0,0",v
2017-03-17T03:06:00Z,74.736,0.000,"0,0,0,0",v
2017-03-17T03:12:00Z,74.734,0.000,"0,0,0,0",v
2017-03-17T03:18:00Z,74.734,0.000,"0,0,0,0",v
2017-03-17T03:24:00Z,74.733,0.000,"0,0,0,0",v
2017-03-17T03:30:00Z,74.732,0.001,"0,0,0,0",v
2017-03-17T03:36:00Z,74.731,0.000,"0,0,0,0",v
2017-03-17T03:42:00Z,74.731,0.000,"0,0,0,0",v
2017-03-17T03:48:00Z,74.729,0.000,"0,0,0,0",v
2017-03-17T03:54:00Z,74.728,0.000,"0,0,0,0",v
2017-03-17T04:00:00Z,74.726,0.000,"0,0,0,0",v
2017-03-17T04:06:00Z,74.723,0.000,"0,0,0,0",v
2017-03-17T04:12:00Z,74.723,0.000,"0,0,0,0",v
2017-03-17T04:18:00Z,74.722,0.000,"0,0,0,0",v
2017-03-17T04:24:00Z,74.722,0.000,"0,0,0,0",v
2017-03-17T04:30:00Z,74.72,0.000,"0,0,0,0",v
2017-03-17T04:36:00Z,74.719,0.000,"0,0,0,0",v
2017-03-17T04:42:00Z,74.719,0.000,"0,0,0,0",v
2017-03-17T04:48:00Z,74.718,0.000,"0,0,0,0",v
2017-03-17T04:54:00Z,74.719,0.000,"0,0,0,0",v
2017-03-17T05:00:00Z,74.718,0.000,"0,0,0,0",v
2017-03-17T05:06:00Z,74.718,0.000,"0,0,0,0",v
2017-03-17T05:12:00Z,74.718,0.000,"0,0,0,0",v
2017-03-17T05:18:00Z,74.718,0.000,"0,0,0,0",v
2017-03-17T05:24:00Z,74.717,0.000,"0,0,0,0",v
2017-03-17T05:30:00Z,74.718,0.000,"0,0,0,0",v
2017-03-17T05:36:00Z,74.718,0.000,"0,0,0,0",v
2017-03-17T05:42:00Z,74.717,0.000,"0,0,0,0",v
2017-03-17T05:48:00Z,74.718,0.000,"0,0,0,0",v
2017-03-17T05:54:00Z,74.718,0.000,"0,0,0,0",v
2017-03-17T06:00:00Z,74.72,0.000,"0,0,0,0",v
2017-03-17T06:06:00Z,74.72,0.000,"0,0,0,0",v
2017-03-17T06:12:00Z,74.72,0.000,"0,0,0,0",v
2017-03-17T06:18:00Z,74.72,0.000,"0,0,0,0",v
2017-03-17T06:24:00Z,74.719,0.000,"0,0,0,0",v
2017-03-17T06:30:00Z,74.718,0.000,"0,0,0,0",v
2017-03-17T06:36:00Z,74.718,0.000,"0,0,0,0",v
2017-03-17T06:42:00Z,74.716,0.000,"0,0,0,0",v
