t,v,s,f,q
2017-03-13T20:36:00Z,74.662,0.000,"0,0,0,0",v
2017-03-13T20:42:00Z,74.664,0.000,"0,0,0,0",v
2017-03-13T20:48:00Z,74.666,0.000,"0,0,0,0",v
2017-03-13T20:54:00Z,74.669,0.000,"0,0,0,0",v
2017-03-13T21:00:00Z,74.669,0.000,"0,0,0,0",v
2017-03-13T21:06:00Z,74.669,0.000,"0,0,0,0",v
2017-03-13T21:12:00Z,74.669,0.000,"0,0,0,0",v
2017-03-13T21:18:00Z,74.671,0.000,"0,0,0,0",v
2017-03-13T21:24:00Z,74.672,0.000,"0,0,0,0",v
2017-03-13T21:30:00Z,74.672,0.000,"0,0,0,0",v
2017-03-13T21:36:00Z,74.672,0.000,"0,0,0,0",v
2017-03-13T21:42:00Z,74.671,0.000,"0,0,0,0",v
2017-03-13T21:48:00Z,74.672,0.000,"0,0,0,0",v
2017-03-13T21:54:00Z,74.67,0.000,"0,0,0,0",v
2017-03-13T22:00:00Z,74.668,0.001,"0,0,0,0",v
2017-03-13T22:06:00Z,74.665,0.001,"0,0,0,0",v
2017-03-13T22:12:00Z,74.662,0.001,"0,0,0,0",v
2017-03-13T22:18:00Z,74.66,0.000,"0,0,0,0",v
2017-03-13T22:24:00Z,74.658,0.001,"0,0,0,0",v
2017-03-13T22:30:00Z,74.655,0.000,"0,0,0,0",v
2017-03-13T22:36:00Z,74.652,0.000,"0,0,0,0",v
2017-03-13T22:42:00Z,74.65,0.000,"0,0,0,0",v
2017-03-13T22:48:00Z,74.649,0.001,"0,0,0,0",v
2017-03-13T22:54:00Z,74.647,0.000,"0,0,0,0",v
2017-03-13T23:00:00Z,74.642,0.001,"0,0,0,0",v
2017-03-13T23:06:00Z,74.641,0.000,"0,0,0,0",v
2017-03-13T23:12:00Z,74.638,0.000,"0,0,0,0",v
2017-03-13T23:18:00Z,74.635,0.000,"0,0,0,0",v
2017-03-13T23:24:00Z,74.629,0.001,"0,0,0,0",v
2017-03-13T23:30:00Z,74.626,0.001,"0,0,0,0",v
2017-03-13T23:36:00Z,74.622,0.001,"0,0,0,0",v
2017-03-13T23:42:00Z,74.62,0.000,"0,0,0,0",v
2017-03-13T23:48:00Z,74.617,0.000,"0,0,0,0",v
2017-03-13T23:54:00Z,74.617,0.000,"0,0,0,0",v
2017-03-14T00:00:00Z,74.616,0.000,"0,0,0,0",v
2017-03-14T00:06:00Z,74.616,0.000,"0,0,0,0",v
2017-03-14T00:12:00Z,74.615,0.001,"0,0,0,0",v
2017-03-14T00:18:00Z,74.613,0.000,"0,0,0,0",v
2017-03-14T00:24:00Z,74.613,0.000,"0,0,0,0",v
2017-03-14T00:30:00Z,74.612,0.000,"0,0,0,0",v
2017-03-14T00:36:00Z,74.612,0.000,"0,0,0,0",v
2017-03-14T00:42:00Z,74.612,0.000,"0,0,0,0",v
2017-03-14T00:48:00Z,74.612,0.000,"0,0,0,0",v
2017-03-14T00:54:00Z,74.616,0.001,"0,0,0,0",v
2017-03-14T01:00:00Z,74.619,0.000,"0,0,0,0",v
2017-03-14T01:06:00Z,74.621,0.000,"0,0,0,0",v
2017-03-14T01:12:00Z,74.621,0.000,"0,0,0,0",v
2017-03-14T01:18:00Z,74.622,0.001,"0,0,0,0",v
2017-03-14T01:24:00Z,74.625,0.000,"0,0,0,0",v
2017-03-14T01:30:00Z,74.628,0.000,"0,0,0,0",v
2017-03-14T01:36:00Z,74.63,0.000,"0,0,0,0",v
2017-03-14T01:42:00Z,74.634,0.001,"0,0,0,0",v
2017-03-14T01:48:00Z,74.639,0.001,"0,0,0,0",v
2017-03-14T01:54:00Z,74.641,0.000,"0,0,0,0",v
2017-03-14T02:00:00Z,74.643,0.000,"0,0,0,0",v
2017-03-14T02:06:00Z,74.647,0.000,"0,0,0,0",v
2017-03-14T02:12:00Z,74.648,0.000,"0,0,0,0",v
2017-03-14T02:18:00Z,74.649,0.000,"0,0,0,0",v
2017-03-14T02:24:00Z,74.647,0.000,"0,0,0,0",v
2017-03-14T02:30:00Z,74.647,0.000,"0,0,0,0",v
2017-03-14T02:36:00Z,74.647,0.000,"0,0,0,0",v
2017-03-14T02:42:00Z,74.647,0.000,"0,0,0,0",v
2017-03-14T02:48:00Z,74.645,0.000,"0,0,0,0",v
2017-03-14T02:54:00Z,74.643,0.000,"0,0,0,0",v
2017-03-14T03:00:00Z,74.64,0.000,"0,0,0,0",v
2017-03-14T03:06:00Z,74.638,0.000,"0,0,0,0",v
2017-03-14T03:12:00Z,74.635,0.000,"0,0,0,0",v
2017-03-14T03:18:00Z,74.634,0.000,"0,0,0,0",v
2017-03-14T03:24:00Z,74.628,0.001,"0,0,0,0",v
2017-03-14T03:30:00Z,74.625,0.001,"0,0,0,0",v
2017-03-14T03:36:00Z,74.618,0.000,"0,0,0,0",v
2017-03-14T03:42:00Z,74.612,0.001,"0,0,0,0",v
2017-03-14T03:48:00Z,74.608,0.001,"0,0,0,0",v
2017-03-14T03:54:00Z,74.604,0.001,"0,0,0,0",v
2017-03-14T04:00:00Z,74.599,0.000,"0,0,0,0",v
2017-03-14T04:06:00Z,74.594,0.001,"0,0,0,0",v
2017-03-14T04:12:00Z,74.591,0.000,"0,0,0,0",v
2017-03-14T04:18:00Z,74.586,0.001,"0,0,0,0",v
2017-03-14T04:24:00Z,74.584,0.001,"0,0,0,0",v
2017-03-14T04:30:00Z,74.58,0.001,"0,0,0,0",v
2017-03-14T04:36:00Z,74.575,0.000,"0,0,0,0",v
2017-03-14T04:42:00Z,74.572,0.000,"0,0,0,0",v
2017-03-14T04:48:00Z,74.572,0.000,"0,0,0,0",v
2017-03-14T04:54:00Z,74.571,0.000,"0,0,0,0",v
2017-03-14T05:00:00Z,74.569,0.000,"0,0,0,0",v
2017-03-14T05:06:00Z,74.568,0.000,"0,0,0,0",v
2017-03-14T05:12:00Z,74.569,0.000,"0,0,0,0",v
2017-03-14T05:18:00Z,74.568,0.000,"0,0,0,0",v
2017-03-14T05:24:00Z,74.568,0.000,"0,0,0,0",v
2017-03-14T05:30:00Z,74.569,0.000,"0,0,0,0",v
2017-03-14T05:36:00Z,74.57,0.000,"0,0,0,0",v
2017-03-14T05:42:00Z,74.57,0.000,"0,0,0,0",v
2017-03-14T05:48:00Z,74.572,0.000,"0,0,0,0",v
2017-03-14T05:54:00Z,74.572,0.000,"0,0,0,0",v
2017-03-14T06:00:00Z,74.571,0.000,"0,0,0,0",v
2017-03-14T06:06:00Z,74.574,0.000,"0,0,0,0",v
2017-03-14T06:12:00Z,74.575,0.001,"0,0,0,0",v
2017-03-14T06:18:00Z,74.576,0.000,"0,0,0,0",v
2017-03-14T06:24:00Z,74.58,0.001,"0,0,0,0",v
2017-03-14T06:30:00Z,74.584,0.001,"0,0,0,0",v
2017-03-14T06:36:00Z,74.586,0.001,"0,0,0,0",v
2017-03-14T06:42:00Z,74.588,0.001,"0,0,0,0",v
2017-03-14T06:48:00Z,74.589,0.000,"0,0,0,0",v
2017-03-14T06:54:00Z,74.588,0.001,"0,0,0,0",v
2017-03-14T07:00:00Z,74.589,0.000,"0,0,0,0",v
2017-03-14T07:06:00Z,74.591,0.000,"0,0,0,0",v
2017-03-14T07:12:00Z,74.59,0.000,"0,0,0,0",v
2017-03-14T07:18:00Z,74.59,0.000,"0,0,0,0",v
2017-03-14T07:24:00Z,74.592,0.000,"0,0,0,0",v
2017-03-14T07:30:00Z,74.593,0.000,"0,0,0,0",v
2017-03-14T07:36:00Z,74.592,0.000,"0,0,0,0",v
2017-03-14T07:42:00Z,74.591,0.000,"0,0,0,0",v
2017-03-14T07:48:00Z,74.591,0.001,"0,0,0,0",v
2017-03-14T07:54:00Z,74.59,0.000,"0,0,0,0",v
2017-03-14T08:00:00Z,74.589,0.000,"0,0,0,0",v
2017-03-14T08:06:00Z,74.586,0.000,"0,0,0,0",v
2017-03-14T08:12:00Z,74.583,0.000,"0,0,0,0",v
2017-03-14T08:18:00Z,74.581,0.001,"0,0,0,0",v
2017-03-14T08:24:00Z,74.581,0.001,"0,0,0,0",v
2017-03-14T08:30:00Z,74.577,0.001,"0,0,0,0",v
2017-03-14T08:36:00Z,74.573,0.001,"0,0,0,0",v
2017-03-14T08:42:00Z,74.571,0.001,"0,0,0,0",v
2017-03-14T08:48:00Z,74.568,0.001,"0,0,0,0",v
2017-03-14T08:54:00Z,74.561,0.001,"0,0,0,0",v
2017-03-14T09:00:00Z,74.557,0.001,"0,0,0,0",v
2017-03-14T09:06:00Z,74.553,0.000,"0,0,0,0",v
2017-03-14T09:12:00Z,74.55,0.000,"0,0,0,0",v
2017-03-14T09:18:00Z,74.546,0.000,"0,0,0,0",v
2017-03-14T09:24:00Z,74.543,0.001,"0,0,0,0",v
2017-03-14T09:30:00Z,74.537,0.000,"0,0,0,0",v
2017-03-14T09:36:00Z,74.533,0.000,"0,0,0,0",v
2017-03-14T09:42:00Z,74.529,0.001,"0,0,0,0",v
2017-03-14T09:48:00Z,74.525,0.001,"0,0,0,0",v
2017-03-14T09:54:00Z,74.521,0.001,"0,0,0,0",v
2017-03-14T10:00:00Z,74.517,0.000,"0,0,0,0",v
2017-03-14T10:06:00Z,74.514,0.000,"0,0,0,0",v
2017-03-14T10:12:00Z,74.513,0.001,"0,0,0,0",v
2017-03-14T10:18:00Z,74.513,0.001,"0,0,0,0",v
2017-03-14T10:24:00Z,74.511,0.000,"0,0,0,0",v
2017-03-14T10:30:00Z,74.511,0.001,"0,0,0,0",v
2017-03-14T10:36:00Z,74.509,0.000,"0,0,0,0",v
2017-03-14T10:42:00Z,74.509,0.000,"0,0,0,0",v
2017-03-14T10:48:00Z,74.509,0.000,"0,0,0,0",v
2017-03-14T10:54:00Z,74.511,0.001,"0,0,0,0",v
2017-03-14T11:00:00Z,74.513,0.000,"0,0,0,0",v
2017-03-14T11:06:00Z,74.515,0.001,"0,0,0,0",v
2017-03-14T11:12:00Z,74.517,0.000,"0,0,0,0",v
2017-03-14T11:18:00Z,74.518,0.001,"0,0,0,0",v
2017-03-14T11:24:00Z,74.521,0.000,"0,0,0,0",v
2017-03-14T11:30:00Z,74.522,0.001,"0,0,0,0",v
2017-03-14T11:36:00Z,74.524,0.000,"0,0,0,0",v
2017-03-14T11:42:00Z,74.526,0.000,"0,0,0,0",v
2017-03-14T11:48:00Z,74.528,0.000,"0,0,0,0",v
2017-03-14T11:54:00Z,74.531,0.000,"0,0,0,0",v
2017-03-14T12:00:00Z,74.535,0.000,"0,0,0,0",v
2017-03-14T12:06:00Z,74.537,0.001,"0,0,0,0",v
2017-03-14T12:12:00Z,74.54,0.001,"0,0,0,0",v
2017-03-14T12:18:00Z,74.543,0.001,"0,0,0,0",v
2017-03-14T12:24:00Z,74.546,0.001,"0,0,0,0",v
2017-03-14T12:30:00Z,74.548,0.001,"0,0,0,0",v
2017-03-14T12:36:00Z,74.551,0.000,"0,0,0,0",v
2017-03-14T12:42:00Z,74.551,0.001,"0,0,0,0",v
2017-03-14T12:48:00Z,74.553,0.000,"0,0,0,0",v
2017-03-14T12:54:00Z,74.553,0.000,"0,0,0,0",v
2017-03-14T13:00:00Z,74.553,0.000,"0,0,0,0",v
2017-03-14T13:06:00Z,74.555,0.000,"0,0,0,0",v
2017-03-14T13:12:00Z,74.557,0.000,"0,0,0,0",v
2017-03-14T13:18:00Z,74.556,0.000,"0,0,0,0",v
2017-03-14T13:24:00Z,74.557,0.000,"0,0,0,0",v
2017-03-14T13:30:00Z,74.557,0.000,"0,0,0,0",v
2017-03-14T13:36:00Z,74.559,0.000,"0,0,0,0",v
2017-03-14T13:42:00Z,74.559,0.000,"0,0,0,0",v
2017-03-14T13:48:00Z,74.557,0.001,"0,0,0,0",v
2017-03-14T13:54:00Z,74.556,0.001,"0,0,0,0",v
2017-03-14T14:00:00Z,74.554,0.000,"0,0,0,0",v
2017-03-14T14:06:00Z,74.552,0.000,"0,0,0,0",v
2017-03-14T14:12:00Z,74.55,0.001,"0,0,0,0",v
2017-03-14T14:18:00Z,74.548,0.001,"0,0,0,0",v
2017-03-14T14:24:00Z,74.545,0.001,"0,0,0,0",v
2017-03-14T14:30:00Z,74.543,0.001,"0,0,0,0",v
2017-03-14T14:36:00Z,74.542,0.000,"0,0,0,0",v
2017-03-14T14:42:00Z,74.539,0.001,"0,0,0,0",v
2017-03-14T14:48:00Z,74.537,0.000,"0,0,0,0",v
2017-03-14T14:54:00Z,74.535,0.001,"0,0,0,0",v
2017-03-14T15:00:00Z,74.533,0.000,"0,0,0,0",v
2017-03-14T15:06:00Z,74.532,0.000,"0,0,0,0",v
2017-03-14T15:12:00Z,74.53,0.001,"0,0,0,0",v
2017-03-14T15:18:00Z,74.531,0.001,"0,0,0,0",v
2017-03-14T15:24:00Z,74.529,0.001,"0,0,0,0",v
2017-03-14T15:30:00Z,74.529,0.000,"0,0,0,0",v
2017-03-14T15:36:00Z,74.526,0.001,"0,0,0,0",v
2017-03-14T15:42:00Z,74.528,0.001,"0,0,0,0",v
2017-03-14T15:48:00Z,74.528,0.001,"0,0,0,0",v
2017-03-14T15:54:00Z,74.528,0.001,"0,0,0,0",v
2017-03-14T16:00:00Z,74.527,0.001,"0,0,0,0",v
2017-03-14T16:06:00Z,74.526,0.001,"0,0,0,0",v
2017-03-14T16:12:00Z,74.526,0.001,"0,0,0,0",v
2017-03-14T16:18:00Z,74.524,0.001,"0,0,0,0",v
2017-03-14T16:24:00Z,74.524,0.001,"0,0,0,0",v
2017-03-14T16:30:00Z,74.523,0.001,"0,0,0,0",v
2017-03-14T16:36:00Z,74.52,0.001,"0,0,0,0",v
2017-03-14T16:42:00Z,74.521,0.000,"0,0,0,0",v
2017-03-14T16:48:00Z,74.523,0.000,"0,0,0,0",v
2017-03-14T16:54:00Z,74.525,0.001,"0,0,0,0",v
2017-03-14T17:00:00Z,74.523,0.000,"0,0,0,0",v
2017-03-14T17:06:00Z,74.522,0.000,"0,0,0,0",v
2017-03-14T17:12:00Z,74.522,0.000,"0,0,0,0",v
2017-03-14T17:18:00Z,74.521,0.001,"0,0,0,0",v
2017-03-14T17:24:00Z,74.521,0.001,"0,0,0,0",v
2017-03-14T17:30:00Z,74.519,0.001,"0,0,0,0",v
2017-03-14T17:36:00Z,74.515,0.001,"0,0,0,0",v
2017-03-14T17:42:00Z,74.515,0.001,"0,0,0,0",v
2017-03-14T17:48:00Z,74.514,0.001,"0,0,0,0",v
2017-03-14T17:54:00Z,74.509,0.000,"0,0,0,0",v
2017-03-14T18:00:00Z,74.507,0.000,"0,0,0,0",v
2017-03-14T18:06:00Z,74.507,0.001,"0,0,0,0",v
2017-03-14T18:12:00Z,74.501,0.001,"0,0,0,0",v
2017-03-14T18:18:00Z,74.496,0.001,"0,0,0,0",v
2017-03-14T18:24:00Z,74.495,0.000,"0,0,0,0",v
2017-03-14T18:30:00Z,74.49,0.000,"0,0,0,0",v
2017-03-14T18:36:00Z,74.488,0.000,"0,0,0,0",v
2017-03-14T18:42:00Z,74.487,0.000,"0,0,0,0",v
2017-03-14T18:48:00Z,74.486,0.001,"0,0,0,0",v
2017-03-14T18:54:00Z,74.484,0.001,"0,0,0,0",v
2017-03-14T19:00:00Z,74.482,0.001,"0,0,0,0",v
2017-03-14T19:06:00Z,74.48,0.002,"0,0,0,0",v
2017-03-14T19:12:00Z,74.475,0.001,"0,0,0,0",v
2017-03-14T19:18:00Z,74.473,0.001,"0,0,0,0",v
2017-03-14T19:24:00Z,74.473,0.001,"0,0,0,0",v
2017-03-14T19:30:00Z,74.471,0.001,"0,0,0,0",v
2017-03-14T19:36:00Z,74.468,0.001,"0,0,0,0",v
2017-03-14T19:42:00Z,74.466,0.001,"0,0,0,0",v
2017-03-14T19:48:00Z,74.467,0.000,"0,0,0,0",v
2017-03-14T19:54:00Z,74.467,0.000,"0,0,0,0",v
2017-03-14T20:00:00Z,74.463,0.002,"0,0,0,0",v
2017-03-14T20:06:00Z,74.46,0.000,"0,0,0,0",v
2017-03-14T20:12:00Z,74.457,0.001,"0,0,0,0",v
2017-03-14T20:18:00Z,74.453,0.001,"0,0,0,0",v
2017-03-14T20:24:00Z,74.451,0.000,"0,0,0,0",v
2017-03-14T20:30:00Z,74.448,0.001,"0,0,0,0",v
2017-03-14T20:36:00Z,74.447,0.000,"0,0,0,0",v
2017-03-14T20:42:00Z,74.446,0.000,"0,0,0,0",v
2017-03-14T20:48:00Z,74.443,0.000,"0,0,0,0",v
2017-03-14T20:54:00Z,74.443,0.001,"0,0,0,0",v
2017-03-14T21:00:00Z,74.44,0.001,"0,0,0,0",v
2017-03-14T21:06:00Z,74.44,0.001,"0,0,0,0",v
2017-03-14T21:12:00Z,74.441,0.000,"0,0,0,0",v
2017-03-14T21:18:00Z,74.44,0.000,"0,0,0,0",v
2017-03-14T21:24:00Z,74.44,0.000,"0,0,0,0",v
2017-03-14T21:30:00Z,74.441,0.001,"0,0,0,0",v
2017-03-14T21:36:00Z,74.441,0.000,"0,0,0,0",v
2017-03-14T21:42:00Z,74.441,0.001,"0,0,0,0",v
2017-03-14T21:48:00Z,74.442,0.001,"0,0,0,0",v
2017-03-14T21:54:00Z,74.444,0.000,"0,0,0,0",v
2017-03-14T22:00:00Z,74.445,0.000,"0,0,0,0",v
2017-03-14T22:06:00Z,74.45,0.001,"0,0,0,0",v
2017-03-14T22:12:00Z,74.449,0.001,"0,0,0,0",v
2017-03-14T22:18:00Z,74.451,0.002,"0,0,0,0",v
2017-03-14T22:24:00Z,74.456,0.000,"0,0,0,0",v
2017-03-14T22:30:00Z,74.459,0.001,"0,0,0,0",v
2017-03-14T22:36:00Z,74.458,0.001,"0,0,0,0",v
2017-03-14T22:42:00Z,74.462,0.001,"0,0,0,0",v
2017-03-14T22:48:00Z,74.463,0.000,"0,0,0,0",v
2017-03-14T22:54:00Z,74.463,0.000,"0,0,0,0",v
2017-03-14T23:00:00Z,74.462,0.001,"0,0,0,0",v
2017-03-14T23:06:00Z,74.464,0.000,"0,0,0,0",v
2017-03-14T23:12:00Z,74.467,0.000,"0,0,0,0",v
2017-03-14T23:18:00Z,74.473,0.001,"0,0,0,0",v
2017-03-14T23:24:00Z,74.476,0.001,"0,0,0,0",v
2017-03-14T23:30:00Z,74.478,0.000,"0,0,0,0",v
2017-03-14T23:36:00Z,74.485,0.000,"0,0,0,0",v
2017-03-14T23:42:00Z,74.487,0.000,"0,0,0,0",v
2017-03-14T23:48:00Z,74.495,0.001,"0,0,0,0",v
2017-03-14T23:54:00Z,74.49,0.001,"0,0,0,0",v
2017-03-15T00:00:00Z,74.494,0.001,"0,0,0,0",v
2017-03-15T00:06:00Z,74.497,0.001,"0,0,0,0",v
2017-03-15T00:12:00Z,74.498,0.000,"0,0,0,0",v
2017-03-15T00:18:00Z,74.503,0.001,"0,0,0,0",v
2017-03-15T00:24:00Z,74.509,0.001,"0,0,0,0",v
2017-03-15T00:30:00Z,74.51,0.001,"0,0,0,0",v
2017-03-15T00:36:00Z,74.514,0.001,"0,0,0,0",v
2017-03-15T00:42:00Z,74.515,0.001,"0,0,0,0",v
2017-03-15T00:48:00Z,74.518,0.000,"0,0,0,0",v
2017-03-15T00:54:00Z,74.521,0.000,"0,0,0,0",v
2017-03-15T01:00:00Z,74.521,0.000,"0,0,0,0",v
2017-03-15T01:06:00Z,74.526,0.000,"0,0,0,0",v
2017-03-15T01:12:00Z,74.527,0.001,"0,0,0,0",v
2017-03-15T01:18:00Z,74.531,0.001,"0,0,0,0",v
2017-03-15T01:24:00Z,74.535,0.000,"0,0,0,0",v
2017-03-15T01:30:00Z,74.539,0.001,"0,0,0,0",v
2017-03-15T01:36:00Z,74.544,0.001,"0,0,0,0",v
2017-03-15T01:42:00Z,74.549,0.001,"0,0,0,0",v
2017-03-15T01:48:00Z,74.553,0.001,"0,0,0,0",v
2017-03-15T01:54:00Z,74.556,0.001,"0,0,0,0",v
2017-03-15T02:00:00Z,74.561,0.001,"0,0,0,0",v
2017-03-15T02:06:00Z,74.567,0.001,"0,0,0,0",v
2017-03-15T02:12:00Z,74.57,0.001,"0,0,0,0",v
2017-03-15T02:18:00Z,74.574,0.000,"0,0,0,0",v
2017-03-15T02:24:00Z,74.579,0.000,"0,0,0,0",v
2017-03-15T02:30:00Z,74.585,0.002,"0,0,0,0",v
2017-03-15T02:36:00Z,74.587,0.001,"0,0,0,0",v
2017-03-15T02:42:00Z,74.593,0.001,"0,0,0,0",v
2017-03-15T02:48:00Z,74.594,0.001,"0,0,0,0",v
2017-03-15T02:54:00Z,74.596,0.000,"0,0,0,0",v
2017-03-15T03:00:00Z,74.598,0.001,"0,0,0,0",v
2017-03-15T03:06:00Z,74.599,0.001,"0,0,0,0",v
2017-03-15T03:12:00Z,74.6,0.000,"0,0,0,0",v
2017-03-15T03:18:00Z,74.599,0.001,"0,0,0,0",v
2017-03-15T03:24:00Z,74.599,0.001,"0,0,0,0",v
2017-03-15T03:30:00Z,74.598,0.001,"0,0,0,0",v
2017-03-15T03:36:00Z,74.6,0.001,"0,0,0,0",v
2017-03-15T03:42:00Z,74.6,0.000,"0,0,0,0",v
2017-03-15T03:48:00Z,74.6,0.001,"0,0,0,0",v
2017-03-15T03:54:00Z,74.6,0.001,"0,0,0,0",v
2017-03-15T04:00:00Z,74.598,0.001,"0,0,0,0",v
2017-03-15T04:06:00Z,74.597,0.001,"0,0,0,0",v
2017-03-15T04:12:00Z,74.597,0.001,"0,0,0,0",v
2017-03-15T04:18:00Z,74.595,0.000,"0,0,0,0",v
2017-03-15T04:24:00Z,74.597,0.001,"0,0,0,0",v
2017-03-15T04:30:00Z,74.595,0.001,"0,0,0,0",v
2017-03-15T04:36:00Z,74.596,0.000,"0,0,0,0",v
2017-03-15T04:42:00Z,74.597,0.000,"0,0,0,0",v
2017-03-15T04:48:00Z,74.596,0.001,"0,0,0,0",v
2017-03-15T04:54:00Z,74.599,0.001,"0,0,0,0",v
2017-03-15T05:00:00Z,74.598,0.001,"0,0,0,0",v
2017-03-15T05:06:00Z,74.599,0.000,"0,0,0,0",v
2017-03-15T05:12:00Z,74.601,0.000,"0,0,0,0",v
2017-03-15T05:18:00Z,74.601,0.001,"0,0,0,0",v
2017-03-15T05:24:00Z,74.604,0.001,"0,0,0,0",v
2017-03-15T05:30:00Z,74.606,0.001,"0,0,0,0",v
2017-03-15T05:36:00Z,74.607,0.000,"0,0,0,0",v
2017-03-15T05:42:00Z,74.608,0.000,"0,0,0,0",v
2017-03-15T05:48:00Z,74.611,0.001,"0,0,0,0",v
2017-03-15T05:54:00Z,74.614,0.000,"0,0,0,0",v
2017-03-15T06:00:00Z,74.617,0.001,"0,0,0,0",v
2017-03-15T06:06:00Z,74.622,0.001,"0,0,0,0",v
2017-03-15T06:12:00Z,74.624,0.000,"0,0,0,0",v
2017-03-15T06:18:00Z,74.627,0.000,"0,0,0,0",v
2017-03-15T06:24:00Z,74.63,0.001,"0,0,0,0",v
2017-03-15T06:30:00Z,74.632,0.001,"0,0,0,0",v
2017-03-15T06:36:00Z,74.633,0.000,"0,0,0,0",v
2017-03-15T06:42:00Z,74.636,0.001,"0,0,0,0",v
2017-03-15T06:48:00Z,74.638,0.000,"0,0,0,0",v
2017-03-15T06:54:00Z,74.638,0.001,"0,0,0,0",v
2017-03-15T07:00:00Z,74.64,0.000,"0,0,0,0",v
2017-03-15T07:06:00Z,74.641,0.000,"0,0,0,0",v
2017-03-15T07:12:00Z,74.643,0.000,"0,0,0,0",v
2017-03-15T07:18:00Z,74.643,0.000,"0,0,0,0",v
2017-03-15T07:24:00Z,74.645,0.001,"0,0,0,0",v
2017-03-15T07:30:00Z,74.645,0.000,"0,0,0,0",v
2017-03-15T07:36:00Z,74.645,0.000,"0,0,0,0",v
2017-03-15T07:42:00Z,74.646,0.000,"0,0,0,0",v
2017-03-15T07:48:00Z,74.646,0.000,"0,0,0,0",v
2017-03-15T07:54:00Z,74.644,0.000,"0,0,0,0",v
2017-03-15T08:00:00Z,74.644,0.001,"0,0,0,0",v
2017-03-15T08:06:00Z,74.644,0.000,"0,0,0,0",v
2017-03-15T08:12:00Z,74.642,0.000,"0,0,0,0",v
2017-03-15T08:18:00Z,74.641,0.000,"0,0,0,0",v
2017-03-15T08:24:00Z,74.641,0.001,"0,0,0,0",v
2017-03-15T08:30:00Z,74.639,0.000,"0,0,0,0",v
2017-03-15T08:36:00Z,74.638,0.000,"0,0,0,0",v
2017-03-15T08:42:00Z,74.637,0.001,"0,0,0,0",v
2017-03-15T08:48:00Z,74.637,0.000,"0,0,0,0",v
2017-03-15T08:54:00Z,74.637,0.000,"0,0,0,0",v
2017-03-15T09:00:00Z,74.639,0.000,"0,0,0,0",v
2017-03-15T09:06:00Z,74.639,0.000,"0,0,0,0",v
2017-03-15T09:12:00Z,74.638,0.000,"0,0,0,0",v
2017-03-15T09:18:00Z,74.638,0.001,"0,0,0,0",v
2017-03-15T09:24:00Z,74.638,0.000,"0,0,0,0",v
2017-03-15T09:30:00Z,74.639,0.001,"0,0,0,0",v
2017-03-15T09:36:00Z,74.639,0.000,"0,0,0,0",v
2017-03-15T09:42:00Z,74.64,0.000,"0,0,0,0",v
2017-03-15T09:48:00Z,74.64,0.000,"0,0,0,0",v
2017-03-15T09:54:00Z,74.641,0.000,"0,0,0,0",v
2017-03-15T10:00:00Z,74.643,0.000,"0,0,0,0",v
2017-03-15T10:06:00Z,74.645,0.001,"0,0,0,0",v
2017-03-15T10:12:00Z,74.646,0.000,"0,0,0,0",v
2017-03-15T10:18:00Z,74.648,0.001,"0,0,0,0",v
2017-03-15T10:24:00Z,74.649,0.001,"0,0,0,0",v
2017-03-15T10:30:00Z,74.651,0.001,"0,0,0,0",v
2017-03-15T10:36:00Z,74.653,0.000,"0,0,0,0",v
2017-03-15T10:42:00Z,74.654,0.001,"0,0,0,0",v
2017-03-15T10:48:00Z,74.656,0.001,"0,0,0,0",v
2017-03-15T10:54:00Z,74.657,0.000,"0,0,0,0",v
2017-03-15T11:00:00Z,74.658,0.000,"0,0,0,0",v
2017-03-15T11:06:00Z,74.66,0.000,"0,0,0,0",v
2017-03-15T11:12:00Z,74.661,0.000,"0,0,0,0",v
2017-03-15T11:18:00Z,74.662,0.001,"0,0,0,0",v
2017-03-15T11:24:00Z,74.664,0.000,"0,0,0,0",v
2017-03-15T11:30:00Z,74.666,0.000,"0,0,0,0",v
2017-03-15T11:36:00Z,74.669,0.001,"0,0,0,0",v
2017-03-15T11:42:00Z,74.67,0.000,"0,0,0,0",v
2017-03-15T11:48:00Z,74.674,0.001,"0,0,0,0",v
2017-03-15T11:54:00Z,74.676,0.001,"0,0,0,0",v
2017-03-15T12:00:00Z,74.676,0.000,"0,0,0,0",v
2017-03-15T12:06:00Z,74.678,0.000,"0,0,0,0",v
2017-03-15T12:12:00Z,74.68,0.000,"0,0,0,0",v
2017-03-15T12:18:00Z,74.682,0.000,"0,0,0,0",v
2017-03-15T12:24:00Z,74.683,0.000,"0,0,0,0",v
2017-03-15T12:30:00Z,74.684,0.001,"0,0,0,0",v
2017-03-15T12:36:00Z,74.684,0.001,"0,0,0,0",v
2017-03-15T12:42:00Z,74.685,0.000,"0,0,0,0",v
2017-03-15T12:48:00Z,74.686,0.000,"0,0,0,0",v
2017-03-15T12:54:00Z,74.686,0.000,"0,0,0,0",v
2017-03-15T13:00:00Z,74.687,0.000,"0,0,0,0",v
2017-03-15T13:06:00Z,74.687,0.000,"0,0,0,0",v
2017-03-15T13:12:00Z,74.687,0.000,"0,0,0,0",v
2017-03-15T13:18:00Z,74.686,,"0,0,0,0",v
2017-03-15T13:24:00Z,74.685,0.000,"0,0,0,0",v
2017-03-15T13:30:00Z,74.684,0.001,"0,0,0,0",v
2017-03-15T13:36:00Z,74.685,0.000,"0,0,0,0",v
