,date,wt_lvl__m,data_flag
64,2017-03-06T05:00:00Z,74.763,"0,0"
65,2017-03-07T05:00:00Z,74.828,"0,0"
66,2017-03-08T05:00:00Z,74.882,"0,0"
67,2017-03-09T05:00:00Z,74.899,"0,0"
68,2017-03-10T05:00:00Z,74.87,"0,0"
69,2017-03-11T05:00:00Z,74.825,"0,0"
70,2017-03-12T05:00:00Z,74.836,"0,0"
71,2017-03-13T04:00:00Z,74.811,"0,0"
72,2017-03-14T04:00:00Z,74.755,"0,0"
73,2017-03-15T04:00:00Z,74.862,"0,0"
74,2017-03-16T04:00:00Z,74.891,"0,0"
75,2017-03-17T04:00:00Z,74.865,"0,0"
76,2017-03-18T04:00:00Z,74.825,"0,0"
77,2017-03-19T04:00:00Z,74.853,"0,0"
78,2017-03-20T04:00:00Z,74.869,"0,0"
79,2017-03-21T04:00:00Z,74.882,"0,0"
80,2017-03-22T04:00:00Z,74.84,"0,0"
81,2017-03-23T04:00:00Z,74.847,"0,0"
82,2017-03-24T04:00:00Z,74.854,"0,0"
83,2017-03-25T04:00:00Z,74.825,"0,0"
84,2017-03-26T04:00:00Z,74.8,"0,0"
85,2017-03-27T04:00:00Z,74.865,"0,0"
86,2017-03-28T04:00:00Z,74.87,"0,0"
87,2017-03-29T04:00:00Z,74.876,"0,0"
88,2017-03-30T04:00:00Z,74.849,"0,0"
89,2017-03-31T04:00:00Z,74.825,"0,0"
90,2017-04-01T04:00:00Z,74.908,"0,0"
91,2017-04-02T04:00:00Z,74.935,"0,0"
92,2017-04-03T04:00:00Z,74.897,"0,0"
93,2017-04-04T04:00:00Z,74.97,"0,0"
94,2017-04-05T04:00:00Z,74.998,"0,0"
95,2017-04-06T04:00:00Z,74.974,"0,0"
96,2017-04-07T04:00:00Z,75.14,"0,0"
97,2017-04-08T04:00:00Z,75.171,"0,0"
98,2017-04-09T04:00:00Z,75.166,"0,0"
99,2017-04-10T04:00:00Z,75.181,"0,0"
100,2017-04-11T04:00:00Z,75.156,"0,0"
101,2017-04-12T04:00:00Z,75.209,"0,0"
102,2017-04-13T04:00:00Z,75.198,"0,0"
103,2017-04-14T04:00:00Z,75.186,"0,0"
104,2017-04-15T04:00:00Z,75.195,"0,0"
105,2017-04-16T04:00:00Z,75.24,"0,0"
106,2017-04-17T04:00:00Z,75.241,"0,0"
107,2017-04-18T04:00:00Z,75.22,"0,0"
108,2017-04-19T04:00:00Z,75.25,"0,0"
109,2017-04-20T04:00:00Z,75.21,"0,0"
110,2017-04-21T04:00:00Z,75.301,"0,0"
111,2017-04-22T04:00:00Z,75.32,"0,0"
112,2017-04-23T04:00:00Z,75.323,"0,0"
113,2017-04-24T04:00:00Z,75.26,"0,0"
114,2017-04-25T04:00:00Z,75.267,"0,0"
115,2017-04-26T04:00:00Z,75.295,"0,0"
116,2017-04-27T04:00:00Z,75.297,"0,0"
117,2017-04-28T04:00:00Z,75.316,"0,0"
118,2017-04-29T04:00:00Z,75.334,"0,0"
119,2017-04-30T04:00:00Z,75.229,"0,0"
120,2017-05-01T04:00:00Z,75.293,"0,0"
121,2017-05-02T04:00:00Z,75.428,"0,0"
122,2017-05-03T04:00:00Z,75.477,"0,0"
123,2017-05-04T04:00:00Z,75.433,"0,0"
124,2017-05-05T04:00:00Z,75.451,"0,0"
125,2017-05-06T04:00:00Z,75.562,"0,0"
126,2017-05-07T04:00:00Z,75.63,"0,0"
127,2017-05-08T04:00:00Z,75.635,"0,0"
128,2017-05-09T04:00:00Z,75.642,"0,0"
129,2017-05-10T04:00:00Z,75.652,"0,0"
130,2017-05-11T04:00:00Z,75.64,"0,0"
131,2017-05-12T04:00:00Z,75.657,"0,0"
132,2017-05-13T04:00:00Z,75.661,"0,0"
133,2017-05-14T04:00:00Z,75.687,"0,0"
134,2017-05-15T04:00:00Z,75.69,"0,0"
135,2017-05-16T04:00:00Z,75.671,"0,0"
136,2017-05-17T04:00:00Z,75.678,"0,0"
137,2017-05-18T04:00:00Z,75.673,"0,0"
138,2017-05-19T04:00:00Z,75.666,"0,0"
139,2017-05-20T04:00:00Z,75.609,"0,0"
140,2017-05-21T04:00:00Z,75.596,"0,0"
141,2017-05-22T04:00:00Z,75.654,"0,0"
142,2017-05-23T04:00:00Z,75.641,"0,0"
143,2017-05-24T04:00:00Z,75.61,"0,0"
144,2017-05-25T04:00:00Z,75.591,"0,0"
145,2017-05-26T04:00:00Z,75.634,"0,0"
146,2017-05-27T04:00:00Z,75.639,"0,0"
147,2017-05-28T04:00:00Z,75.626,"0,0"
148,2017-05-29T04:00:00Z,75.646,"0,0"
149,2017-05-30T04:00:00Z,75.646,"0,0"
150,2017-05-31T04:00:00Z,75.652,"0,0"
