,date,wt_lvl__m,data_flag
48,2017-02-18T05:00:00Z,74.547,"0,0"
49,2017-02-19T05:00:00Z,74.551,"0,0"
50,2017-02-20T05:00:00Z,74.501,"0,0"
51,2017-02-21T05:00:00Z,74.509,"0,0"
52,2017-02-22T05:00:00Z,74.517,"0,0"
53,2017-02-23T05:00:00Z,74.546,"0,0"
54,2017-02-24T05:00:00Z,74.481,"0,0"
55,2017-02-25T05:00:00Z,74.552,"0,0"
56,2017-02-26T05:00:00Z,74.669,"0,0"
57,2017-02-27T05:00:00Z,74.655,"0,0"
58,2017-02-28T05:00:00Z,74.564,"0,0"
59,2017-03-01T05:00:00Z,74.647,"0,0"
60,2017-03-02T05:00:00Z,74.738,"0,0"
61,2017-03-03T05:00:00Z,74.627,"0,0"
62,2017-03-04T05:00:00Z,74.593,"0,0"
63,2017-03-05T05:00:00Z,74.569,"0,0"
64,2017-03-06T05:00:00Z,74.566,"0,0"
65,2017-03-07T05:00:00Z,74.652,"0,0"
66,2017-03-08T05:00:00Z,74.757,"0,0"
67,2017-03-09T05:00:00Z,74.768,"0,0"
68,2017-03-10T05:00:00Z,74.684,"0,0"
69,2017-03-11T05:00:00Z,74.634,"0,0"
70,2017-03-12T05:00:00Z,74.664,"0,0"
71,2017-03-13T04:00:00Z,74.651,"0,0"
72,2017-03-14T04:00:00Z,74.53,"0,0"
73,2017-03-15T04:00:00Z,74.679,"0,0"
74,2017-03-16T04:00:00Z,74.73,"0,0"
75,2017-03-17T04:00:00Z,74.707,"0,0"
76,2017-03-18T04:00:00Z,74.634,"0,0"
77,2017-03-19T04:00:00Z,74.672,"0,0"
78,2017-03-20T04:00:00Z,74.699,"0,0"
79,2017-03-21T04:00:00Z,74.703,"0,0"
80,2017-03-22T04:00:00Z,74.636,"0,0"
81,2017-03-23T04:00:00Z,74.661,"0,0"
82,2017-03-24T04:00:00Z,74.656,"0,0"
83,2017-03-25T04:00:00Z,74.623,"0,0"
84,2017-03-26T04:00:00Z,74.576,"0,0"
85,2017-03-27T04:00:00Z,74.66,"0,0"
86,2017-03-28T04:00:00Z,74.674,"0,0"
87,2017-03-29T04:00:00Z,74.68,"0,0"
88,2017-03-30T04:00:00Z,74.651,"0,0"
89,2017-03-31T04:00:00Z,74.598,"0,0"
90,2017-04-01T04:00:00Z,74.698,"0,0"
91,2017-04-02T04:00:00Z,74.755,"0,0"
92,2017-04-03T04:00:00Z,74.698,"0,0"
93,2017-04-04T04:00:00Z,74.768,"0,0"
94,2017-04-05T04:00:00Z,74.832,"0,0"
95,2017-04-06T04:00:00Z,74.789,"0,0"
96,2017-04-07T04:00:00Z,75.022,"0,0"
97,2017-04-08T04:00:00Z,75.072,"0,0"
98,2017-04-09T04:00:00Z,75.056,"0,0"
99,2017-04-10T04:00:00Z,75.062,"0,0"
100,2017-04-11T04:00:00Z,74.972,"0,0"
101,2017-04-12T04:00:00Z,75.056,"0,0"
102,2017-04-13T04:00:00Z,75.036,"0,0"
103,2017-04-14T04:00:00Z,75.01,"0,0"
104,2017-04-15T04:00:00Z,75.021,"0,0"
105,2017-04-16T04:00:00Z,75.087,"0,0"
106,2017-04-17T04:00:00Z,75.073,"0,0"
107,2017-04-18T04:00:00Z,75.044,"0,0"
108,2017-04-19T04:00:00Z,75.08,"0,0"
109,2017-04-20T04:00:00Z,75.027,"0,0"
110,2017-04-21T04:00:00Z,75.142,"0,0"
111,2017-04-22T04:00:00Z,75.166,"0,0"
112,2017-04-23T04:00:00Z,75.181,"0,0"
113,2017-04-24T04:00:00Z,75.069,"0,0"
114,2017-04-25T04:00:00Z,75.062,"0,0"
115,2017-04-26T04:00:00Z,75.089,"0,0"
116,2017-04-27T04:00:00Z,75.093,"0,0"
117,2017-04-28T04:00:00Z,75.128,"0,0"
118,2017-04-29T04:00:00Z,75.141,"0,0"
119,2017-04-30T04:00:00Z,74.978,"0,0"
120,2017-05-01T04:00:00Z,75.049,"0,0"
121,2017-05-02T04:00:00Z,75.288,"0,0"
122,2017-05-03T04:00:00Z,75.358,"0,0"
123,2017-05-04T04:00:00Z,75.296,"0,0"
124,2017-05-05T04:00:00Z,75.271,"0,0"
125,2017-05-06T04:00:00Z,75.42,"0,0"
126,2017-05-07T04:00:00Z,75.526,"0,0"
127,2017-05-08T04:00:00Z,75.535,"0,0"
128,2017-05-09T04:00:00Z,75.529,"0,0"
129,2017-05-10T04:00:00Z,75.526,"0,0"
130,2017-05-11T04:00:00Z,75.482,"0,0"
131,2017-05-12T04:00:00Z,75.494,"0,0"
132,2017-05-13T04:00:00Z,75.505,"0,0"
133,2017-05-14T04:00:00Z,75.524,"0,0"
134,2017-05-15T04:00:00Z,75.515,"0,0"
135,2017-05-16T04:00:00Z,75.496,"0,0"
136,2017-05-17T04:00:00Z,75.495,"0,0"
137,2017-05-18T04:00:00Z,75.482,"0,0"
138,2017-05-19T04:00:00Z,75.452,"0,0"
139,2017-05-20T04:00:00Z,75.359,"0,0"
140,2017-05-21T04:00:00Z,75.341,"0,0"
141,2017-05-22T04:00:00Z,75.416,"0,0"
142,2017-05-23T04:00:00Z,75.414,"0,0"
143,2017-05-24T04:00:00Z,75.353,"0,0"
144,2017-05-25T04:00:00Z,75.311,"0,0"
145,2017-05-26T04:00:00Z,75.359,"0,0"
146,2017-05-27T04:00:00Z,75.379,"0,0"
147,2017-05-28T04:00:00Z,75.369,"0,0"
148,2017-05-29T04:00:00Z,75.392,"0,0"
149,2017-05-30T04:00:00Z,75.397,"0,0"
150,2017-05-31T04:00:00Z,75.41,"0,0"
